acceptability,affectedness,answer,comprehension,hasQuestion,id,live_row,offline,practice,question,response,sentence,subject_nr,type,catalan,latin
0,no,0,0,0,20,37,no,no,0,"[0.8069255352020264, 0.8617615699768066, 0.5609831809997559, 0.4554626941680908, 0.6670417785644531, 0.515709400177002, 0.40000271797180176, 1.4285008907318115, 0.46859121322631836, 0.45109987258911133, 0.3756842613220215]",Claudia maltrató a la camiseta en la casa durante varios años.,18,2,0,1
0,no,0,0,0,30,38,no,no,0,"[0.6481142044067383, 1.1244888305664062, 0.7863790988922119, 0.6393601894378662, 0.7129566669464111, 0.32805490493774414, 0.5910732746124268, 0.6037561893463135, 0.6560878753662109, 1.2053148746490479]",Carlos esperó la furgoneta en la esquina durante una hora.,18,5,0,1
0,no,SI,A,1,22,39,no,no,Hubo un asedio en la región.,"[0.5916681289672852, 1.2701008319854736, 0.39346814155578613, 0.9276492595672607, 1.1836864948272705, 0.7096846103668213, 0.6435165405273438, 0.6351053714752197, 0.4681367874145508, 0.4950096607208252]",Carla asedió una contrincante en la región durante bastante tiempo.,18,4,0,1
0,no,SI,A,1,101,40,no,no,Ayer estudiaron matemáticas.,"[0.7631590366363525, 0.5558912754058838, 0.6347615718841553, 0.5977833271026611, 1.2238571643829346, 0.9383680820465088, 0.9872620105743408, 0.5120940208435059, 0.5259783267974854, 1.2126612663269043]",Nos sentamos juntos para estudiando matemáticas toda la tarde ayer.,18,2,0,1
0,no,NO,E,1,6,41,no,no,El beso tuvo lugar en un museo.,"[0.9353694915771484, 0.7310163974761963, 0.570324182510376, 0.7052328586578369, 1.0706512928009033, 0.7164962291717529, 0.5439913272857666, 0.6623804569244385, 0.6332931518554688, 0.6557152271270752, 0.6344163417816162]",Francisco besó a una novia en la iglesia durante unos segundos.,18,1,0,1
0,no,0,0,0,101,42,no,no,0,"[0.572512149810791, 1.7481417655944824, 0.4685494899749756, 0.9786603450775146, 0.7130389213562012, 0.5870733261108398, 0.5185973644256592, 0.5833559036254883, 0.6179618835449219]",La película empiezan exactamente a las ocho en punto.,18,1,0,1
0,no,0,0,0,42,43,no,no,0,"[0.5537364482879639, 1.0842294692993164, 0.785541296005249, 0.5364203453063965, 0.4474344253540039, 0.6168510913848877, 0.5870671272277832, 0.5685806274414062, 0.47287535667419434, 0.49872398376464844, 0.4209141731262207]",Ismael encontró a la dificultad en la carretera en pocas horas.,18,2,0,1
0,no,0,0,0,101,44,no,no,0,"[0.5098445415496826, 0.5337386131286621, 0.5891010761260986, 0.5697853565216064, 0.7817525863647461, 0.4555025100708008, 0.4941694736480713, 0.47770047187805176, 0.49815821647644043, 0.5203537940979004]",Jorge compró un regalo su novia en el centro comercial.,18,0,0,1
0,no,0,0,0,101,45,no,no,0,"[0.5569033622741699, 0.4709639549255371, 0.5421135425567627, 1.1094589233398438, 1.1119410991668701, 0.44047069549560547, 0.42363810539245605, 0.4083850383758545, 0.3621385097503662, 0.8204941749572754]",María se despertó sobresaltado a los gritos de su hermano.,18,1,0,1
0,no,0,0,0,7,46,no,no,0,"[0.7860908508300781, 0.6469001770019531, 0.34828853607177734, 0.3496694564819336, 0.9054615497589111, 0.8538150787353516, 0.389603853225708, 0.5035881996154785, 0.7231638431549072, 0.40691566467285156, 0.371295690536499]",Tomás empujó a una vieja a la puerta en pocos segundos.,18,1,0,1
0,no,0,0,0,17,47,no,no,0,"[0.38469886779785156, 0.9301378726959229, 0.5089418888092041, 0.5404713153839111, 0.7516529560089111, 0.48087143898010254, 0.42031025886535645, 0.4141056537628174, 0.4134976863861084, 0.8367869853973389]",Luis zarandeó una mujer en la casa durante algunos minutos.,18,4,0,1
0,no,0,0,0,100,48,no,no,0,"[0.7075107097625732, 0.4657292366027832, 0.40148138999938965, 0.632124662399292, 0.39343857765197754, 0.49547290802001953, 0.5401175022125244, 0.4663393497467041, 0.7434918880462646, 0.6184203624725342]",Julia pasó la sal a su madre durante la cena.,18,0,0,1
0,no,0,0,0,100,49,no,no,0,"[0.6920113563537598, 0.6423342227935791, 0.6681783199310303, 0.5418848991394043, 0.5346229076385498, 0.5692522525787354, 0.5295271873474121, 0.36183643341064453, 0.6835262775421143, 0.6966516971588135]",El anciano hablaba a solas consigo mismo en el jardín.,18,1,0,1
0,no,0,0,0,101,50,no,no,0,"[0.4592316150665283, 0.5653879642486572, 0.4784696102142334, 0.6683802604675293, 0.5156795978546143, 0.7013990879058838, 0.6429262161254883, 0.475675106048584, 1.1211097240447998, 1.2148017883300781]",El jefe convocó urgentemente a reunión a todos el empleados.,18,1,0,1
0,no,NO,E,1,1,51,no,no,Carlos tardó mucho en hacer el asalto.,"[2.779510021209717, 1.70088529586792, 0.5638532638549805, 0.5201852321624756, 0.6136953830718994, 0.6168186664581299, 0.5336160659790039, 0.6817994117736816, 0.5478086471557617, 0.5106661319732666, 0.8643946647644043]",Carlos asaltó a una conductora en el barrio en pocos instantes.,18,1,0,1
0,no,NO,E,1,16,52,no,no,La guerra duró más de dos años.,"[0.8289635181427002, 0.6082549095153809, 0.4715311527252197, 0.5116994380950928, 0.7485659122467041, 0.5787577629089355, 0.5186910629272461, 0.8530709743499756, 0.3620157241821289, 0.609036922454834, 0.49100613594055176]",Valentina venció a la adversaria en la guerra en dos años.,18,0,0,1
0,no,0,0,0,47,53,no,no,0,"[0.6753952503204346, 1.028653860092163, 0.529740571975708, 0.5184569358825684, 0.7732768058776855, 0.5848510265350342, 0.6067955493927002, 0.47136902809143066, 0.5490245819091797, 0.483562707901001]",Marta descartó la sospecha en la selección en un día.,18,5,0,1
0,no,SI,A,1,100,54,no,no,El gato está sobre la manta cerca del sofá.,"[0.7092328071594238, 0.54353928565979, 0.515749454498291, 0.6519143581390381, 0.5069200992584229, 0.5849006175994873, 0.5546109676361084, 0.45368075370788574, 0.4901103973388672, 0.3789834976196289]",El gato duerme tranquilo sobre la manta cerca del sofá.,18,2,0,1
0,no,NO,E,1,18,55,no,no,María iba en bicicleta.,"[0.9332988262176514, 0.5489890575408936, 0.5415306091308594, 0.5793228149414062, 0.816753625869751, 0.7250776290893555, 0.5185561180114746, 0.46367955207824707, 0.47350192070007324, 0.45207738876342773, 0.6861653327941895]",María transportó a la mochilera en la furgoneta durante un día.,18,0,0,1
0,no,SI,A,1,0,56,no,no,La acción tuvo lugar en la calle.,"[0.46924304962158203, 0.6430561542510986, 0.5841629505157471, 0.4709961414337158, 0.4248640537261963, 0.43528079986572266, 0.5453329086303711, 0.3784656524658203, 0.6259424686431885, 1.2066526412963867]",Juan golpeó la piedra en la calle en diez segundos.,18,5,0,1
0,no,NO,E,1,100,57,no,no,El tren llegó con retraso.,"[0.5903749465942383, 0.6680426597595215, 0.4455299377441406, 0.5156540870666504, 0.5036492347717285, 0.6229932308197021, 0.5420897006988525, 0.5311846733093262, 0.442960262298584, 0.5482196807861328]",El tren llegó puntual a la estación bajo la lluvia.,18,2,0,1
0,no,SI,A,1,3,58,no,no,Lo que Pedro hizo fue un secuestro.,"[0.5035066604614258, 0.6184988021850586, 0.4787254333496094, 0.8821845054626465, 0.4053971767425537, 0.36333441734313965, 0.43538594245910645, 0.5730400085449219, 0.42194509506225586, 0.4840528964996338]",Pablo secuestró una turista en el aeropuerto durante una hora.,18,4,0,1
0,no,0,0,0,33,59,no,no,0,"[0.4891042709350586, 0.7380967140197754, 0.572371244430542, 0.40950822830200195, 0.45119237899780273, 0.44759631156921387, 0.4270915985107422, 0.5248491764068604, 0.47397923469543457, 0.4220004081726074, 0.40949392318725586]",Marco imaginó a la amiga en la playa durante dos minutos.,18,0,0,1
0,no,SI,A,1,101,60,no,no,Clara fue a la farmacia con su hermana.,"[0.5537688732147217, 0.36868762969970703, 0.8068344593048096, 0.3745381832122803, 1.6407711505889893, 0.5452947616577148, 0.8073925971984863, 0.6681807041168213, 0.6879844665527344, 0.6444451808929443, 0.9085474014282227]",Clara fue con su hermanas a la farmacia después del desayuno.,18,1,0,1
0,no,0,0,0,10,61,no,no,0,"[1.0626463890075684, 0.6021740436553955, 0.6379489898681641, 1.3602654933929443, 3.8306660652160645, 1.1204676628112793, 1.3570282459259033, 0.6193132400512695, 0.7465713024139404, 0.6542572975158691]",Mateo eliminó una rehén en el banco en pocos segundos.,18,4,0,1
0,no,0,0,0,100,62,no,no,0,"[0.5073683261871338, 0.5322532653808594, 0.674138069152832, 0.6921510696411133, 0.21652007102966309, 5.301836967468262, 0.5126283168792725, 0.37292027473449707, 0.6858730316162109, 0.5134804248809814]",Los pájaros vuelan alto sobre los árboles en primavera alegre.,18,2,0,1
0,no,NO,E,1,100,63,no,no,Viajan a Argentina cada invierno.,"[0.641944408416748, 0.6251246929168701, 0.5918569564819336, 0.6910800933837891, 0.4944186210632324, 0.7031924724578857, 0.7064957618713379, 0.6262283325195312, 1.2589457035064697]",Mis padres viajan en avión a Argentina cada verano.,18,1,0,1
0,no,0,0,0,101,64,no,no,0,"[0.5544557571411133, 0.5944457054138184, 0.5185205936431885, 0.49085259437561035, 0.6673908233642578, 0.6257898807525635, 0.543067455291748, 0.701826810836792]",Salimos temprano para evitar el tráfico la carretera.,18,2,0,1
0,no,SI,A,1,100,65,no,no,Ellos corren en el centro.,"[0.9829723834991455, 1.7045137882232666, 1.1262848377227783, 0.4042239189147949, 0.43506622314453125, 0.40976858139038086, 0.6801726818084717, 0.558089017868042, 0.41148805618286133, 0.5272266864776611]",Ellos corren todas las mañanas por el parque del centro.,18,2,0,1
0,no,SI,A,1,8,66,no,no,Helena estaba en el patio.,"[0.8023419380187988, 0.6603899002075195, 0.46014952659606934, 0.4590456485748291, 0.7084271907806396, 0.40274596214294434, 0.4151113033294678, 0.7307593822479248, 0.5866744518280029, 0.44416236877441406, 1.0238656997680664]",Helena colgó a una criminal en el patio en cinco minutos.,18,1,0,1
0,no,0,0,0,100,67,no,no,0,"[0.5046091079711914, 0.6333870887756348, 0.8360002040863037, 0.4866602420806885, 0.8713610172271729, 0.6447763442993164, 0.5724978446960449, 1.5432558059692383, 0.427905797958374, 0.3875572681427002, 0.7496116161346436]",El jefe asignó una tarea a cada empleado en la reunión.,18,0,0,1
0,no,0,0,0,38,68,no,no,0,"[0.8959853649139404, 0.610248327255249, 0.7378280162811279, 0.5604674816131592, 0.5513265132904053, 0.5053379535675049, 0.37582993507385254, 0.5602226257324219, 0.48357081413269043, 0.8877770900726318, 0.3239758014678955]",Unai amó a la jovencita en su pueblo durante varios años.,18,0,0,1
0,no,0,0,0,40,69,no,no,0,"[0.5355806350708008, 0.1351184844970703, 1.1681928634643555, 0.37746238708496094, 0.4011826515197754, 0.48035597801208496, 0.4861025810241699, 0.4049031734466553, 0.9648604393005371, 0.44487595558166504, 0.36716198921203613]",Adrián percibió a una mujer detrás de él durante algunos minutos.,18,1,0,1
0,no,0,0,0,49,70,no,no,0,"[0.7429354190826416, 0.9140021800994873, 0.8546848297119141, 0.6258316040039062, 0.5493009090423584, 0.6384851932525635, 0.4307546615600586, 0.5493519306182861, 0.4884018898010254, 0.6733322143554688]",Alba mencionó la actriz en el teatro tras varios minutos.,18,3,0,1
0,no,0,0,0,45,71,no,no,0,"[0.8699636459350586, 0.6068558692932129, 0.48526978492736816, 0.7091736793518066, 0.7506289482116699, 0.5627741813659668, 1.0477283000946045, 0.3715481758117676, 0.35876011848449707, 0.6283185482025146]",Gabriela localizó la amiga en la ciudad en dos minutos.,18,3,0,1
0,no,SI,A,1,101,72,no,no,El camarero sonrió.,"[1.0072987079620361, 0.7708029747009277, 0.6142380237579346, 0.7269246578216553, 0.7722864151000977, 0.6198208332061768, 0.7026340961456299, 0.5014557838439941, 0.5065934658050537, 0.6122341156005859, 0.7782866954803467]",El camarero trajo el cuenta a los clientes con una sonrisa.,18,0,0,1
0,no,NO,E,1,101,73,no,no,LLegaron a casa después del aconecher.,"[0.4849419593811035, 0.588127851486206, 0.6672067642211914, 0.4289052486419678, 0.9298458099365234, 0.38019776344299316, 0.44861865043640137, 0.5666012763977051, 0.3465895652770996, 0.6013331413269043]",Los campesinos llegaron cansado a casa justo antes del anochecer.,18,1,0,1
0,no,0,0,0,48,74,no,no,0,"[0.7110388278961182, 0.7726080417633057, 0.638007402420044, 0.6498727798461914, 0.5180978775024414, 0.5880997180938721, 0.6287035942077637, 0.5149552822113037, 0.5079057216644287, 0.8704574108123779]",Samuel descubrió la tabla en el museo en pocas horas.,18,5,0,1
0,no,0,0,0,36,75,no,no,0,"[0.7201516628265381, 0.855241060256958, 0.611088752746582, 0.5716521739959717, 0.4826686382293701, 0.44905638694763184, 0.4525749683380127, 0.5092368125915527, 0.4419107437133789, 0.5004394054412842]",Irene oyó una niña en la sala durante una noche.,18,4,0,1
0,no,0,0,0,100,76,no,no,0,"[0.5359070301055908, 0.8321065902709961, 0.5724363327026367, 0.619295597076416, 0.7339646816253662, 0.7850537300109863, 0.5393338203430176, 0.5554385185241699, 0.5602223873138428, 0.5546343326568604, 0.7678070068359375]",La lluvia cayó fuerte sobre el techo durante toda la noche.,18,2,0,1
0,no,NO,E,1,100,77,no,no,Ayer fueron al teatro.,"[0.5938065052032471, 0.7849249839782715, 0.5913441181182861, 0.5552399158477783, 0.5104067325592041, 0.5400567054748535, 0.44739341735839844, 0.540809154510498, 0.9980113506317139]",Ayer fueron al cine a ver una película divertida.,18,2,0,1
0,no,SI,A,1,41,78,no,no,Emma pasó semanas investigando.,"[0.5927581787109375, 0.7250580787658691, 0.47214412689208984, 0.5811753273010254, 0.8904585838317871, 0.4572873115539551, 0.5230405330657959, 0.5188868045806885, 0.5110914707183838, 0.5203022956848145, 0.9433820247650146]",Emma investigó a la empresaria en la ciudad durante varias semanas.,18,0,0,1
0,no,0,0,0,100,79,no,no,0,"[0.46860599517822266, 0.5162596702575684, 0.6059985160827637, 0.7430036067962646, 0.629981517791748, 0.5639915466308594, 0.5737268924713135, 0.5636250972747803, 0.47822070121765137, 0.8403213024139404]",El gato saltó a la mesa para robar la comida.,18,1,0,1
0,no,SI,A,1,27,80,no,no,Felipe es presentador de teatro.,"[0.7663917541503906, 0.4936511516571045, 0.552314281463623, 0.5416553020477295, 0.9874382019042969, 0.738323450088501, 0.583207368850708, 1.6224501132965088, 0.3942577838897705, 0.4206511974334717, 0.4062528610229492]",Felipe anunció a la actuación en el escenario en cinco minutos.,18,2,0,1
0,no,0,0,0,101,81,no,no,0,"[0.7095961570739746, 0.7042407989501953, 0.5690815448760986, 0.6738834381103516, 0.6066110134124756, 0.9859633445739746, 0.5790262222290039, 0.4498426914215088, 0.6051242351531982]",Pedro devolvió el libro la biblioteca el lunes pasado.,18,0,0,1
0,no,0,0,0,35,82,no,no,0,"[0.719963550567627, 0.6316807270050049, 0.5939304828643799, 0.7549927234649658, 0.15708613395690918, 0.7977688312530518, 1.1486217975616455, 0.8084471225738525, 0.9381864070892334, 0.6675918102264404]",Carlos vigiló una niña en la habitación durante unas horas.,18,4,0,1
0,no,0,0,0,5,83,no,no,0,"[0.83148193359375, 0.7466320991516113, 0.377518892288208, 0.5793492794036865, 1.040031909942627, 0.6564335823059082, 0.4063286781311035, 0.6244680881500244, 0.814469575881958, 0.47127509117126465, 0.6767911911010742]",Manuel abrazó a la señora en el parque en pocos instantes.,18,0,0,1
0,no,0,0,0,101,84,no,no,0,"[0.730421781539917, 0.6675388813018799, 0.6791210174560547, 0.5549657344818115, 0.5111658573150635, 0.5474550724029541, 0.546288013458252, 0.687241792678833, 0.4435122013092041, 1.5642976760864258]",Laura mostró las fotos a sus amigas en la parque.,18,0,0,1
0,no,0,0,0,100,85,no,no,0,"[0.5268416404724121, 0.6396758556365967, 0.7420828342437744, 0.6268389225006104, 0.46651124954223633, 0.6232843399047852, 0.43023204803466797, 0.43764710426330566, 0.5679948329925537, 0.6242036819458008]",El niño duerme tranquilo en su cama todas las noches.,18,2,0,1
0,no,SI,A,1,15,86,no,no,Lucia estuvo en una pelea de bar.,"[0.4551084041595459, 0.6068525314331055, 0.39389872550964355, 0.15836429595947266, 1.1731979846954346, 0.4104177951812744, 0.13604259490966797, 0.618039608001709, 0.4416019916534424, 0.4411890506744385]",Lucía destrozó la oponente en el bar en diez minutos.,18,3,0,1
0,no,NO,E,1,101,87,no,no,El dueño fue reconocido por su gato.,"[0.7483768463134766, 0.6477463245391846, 0.6459455490112305, 0.7035665512084961, 0.5396320819854736, 0.5560879707336426, 0.5084481239318848, 0.5601301193237305, 0.5209610462188721, 0.5477635860443115]",El perro corrió felizmente a su dueño cuando le reconoció.,18,1,0,1
0,no,0,0,0,100,88,no,no,0,"[0.9496393203735352, 0.6585583686828613, 0.5591411590576172, 0.5007133483886719, 0.624187707901001, 0.6054055690765381, 0.45760035514831543, 0.15256476402282715, 0.5508322715759277, 0.494814395904541]",Estuvieron caminando a la orilla del mar toda la tarde.,18,1,0,1
0,no,0,0,0,100,89,no,no,0,"[0.44030189514160156, 0.5466089248657227, 0.12101030349731445, 0.6966269016265869, 0.6775517463684082, 0.4203038215637207, 0.530510425567627, 0.4957144260406494, 0.6517596244812012]",El viento soplaba fuerte durante la tormenta de anoche.,18,2,0,1
0,no,NO,E,1,34,90,no,no,Carmen vio una representación teatral.,"[0.8630390167236328, 0.5468964576721191, 0.5794627666473389, 0.5644040107727051, 0.46115899085998535, 0.5392270088195801, 0.4748821258544922, 0.5273895263671875, 0.4575231075286865, 0.5093402862548828]",Carmen odió la música en el cine durante la película.,18,5,0,1
0,no,0,0,0,43,91,no,no,0,"[0.58915114402771, 0.5807020664215088, 0.4847126007080078, 0.45920872688293457, 0.5443000793457031, 0.5736470222473145, 0.6139218807220459, 0.5698862075805664, 0.12313699722290039, 0.9948644638061523, 0.487323522567749]",Sofía conoció a la verdad en el colegio en dos días.,18,2,0,1
0,no,SI,A,1,28,92,no,no,Anna estaba en la escuela.,"[0.6213974952697754, 0.7138760089874268, 0.3946700096130371, 0.47686290740966797, 0.6485199928283691, 0.4507014751434326, 0.4804532527923584, 0.6005916595458984, 0.48537659645080566, 0.4852733612060547, 0.4768519401550293]",Anna comprendió a una maestra en la escuela en dos minutos.,18,1,0,1
0,no,0,0,0,100,93,no,no,0,"[0.5523271560668945, 0.5475325584411621, 0.7119028568267822, 0.4255552291870117, 0.39165496826171875, 0.44866418838500977, 0.48053526878356934, 0.41049885749816895, 0.39737367630004883, 0.42457151412963867]",Miguel alquiló una bicicleta a un turista en la estación.,18,0,0,1
0,no,SI,A,1,14,94,no,no,Helena estaba en un campo de fútbol.,"[0.8649494647979736, 0.8923332691192627, 0.5248541831970215, 0.5337660312652588, 0.5177185535430908, 0.462047815322876, 0.4773569107055664, 0.5890114307403564, 0.5187158584594727, 0.4830636978149414]",Helena derribó la barrera en el campo durante el partido.,18,5,0,1
0,no,0,0,0,100,95,no,no,0,"[0.5329337120056152, 0.544090747833252, 0.9662182331085205, 0.9363203048706055, 0.8438982963562012, 0.9819254875183105, 0.5459506511688232, 0.7073299884796143, 0.37276530265808105, 0.3859267234802246, 0.5928909778594971]",Me encontré inesperadamente a Paula en el tren de las siete.,18,1,0,1
0,no,SI,A,1,101,96,no,no,Maria y su hermana estaban en la biblioteca.,"[0.6249403953552246, 0.564185380935669, 0.39085936546325684, 0.435469388961792, 0.458484411239624, 0.4927215576171875, 0.36336731910705566, 0.38256049156188965, 0.9390976428985596]",María dio el libro su hermana en la biblioteca.,18,0,0,1
